name1,street1,street2,city,state,zip,zip4,county,phone,website,latitude,longitude,type_facility,payment_accepted,services
Kintegra at Battleground Elementary ,301 Jeb Seagle Dr,,Lincolnton,NC,28092,2168,Lincoln,704-736-1626,https://www.kintegra.org,35.47887407,-81.26411174,Health Care Centers,,
Kintegra at Belmont Central Elementary ,310 Eagle Rd,,Belmont,NC,28012,3721,Gaston,704-836-9137,https://www.kintegra.org,35.24114033,-81.05069264,Health Care Centers,,
Kintegra at Belmont Middle School (BMS),1020 S Point Rd,,Belmont,NC,28012,8533,Gaston,704-836-9611,https://www.kintegra.org/locations/kintegra-at-belmont-middle/,35.21944445,-81.03589054,Health Care Centers (HRSA) - School Based,,
Kintegra at Brookside Elementary ,1925 Auten Rd,,Gastonia,NC,28054,1111,Gaston ,704-866-6283,https://www.kintegra.org,35.29373296,-81.15122829,Health Care Centers,,
Kintegra at Bunker Hill,4675 Oxford School Rd,,Claremont,NC,28610,9468,Catawba,828-241-3355,https://www.kintegra.org,35.75371354,-81.11933565,Health Care Centers,,
Kintegra at CaroMont Women Health - Belmont ,"2000 Caromont Pkwy, Substance Useite 400",,Belmont,NC,28012,159,Gaston,704-865-7416,https://www.kintegra.org,35.2587759,-81.03389464,Health Care Centers,,
Kintegra at CaroMont Womens Health - Ashley,1225 E Garrison Blvd,,Gastonia,NC,28054,5115,Gaston ,704-865-7416,https://www.kintegra.org,35.25231505,-81.16325741,Health Care Centers,,
Kintegra at CaroMont Womens Health - Substance Usemmit ,620 Substance Usemmit Crossing Pl,,Gastonia,NC,28054,2176,Gaston,704-865-2229,https://www.kintegra.org,35.2738886,-81.14403947,Health Care Centers,,
Kintegra at Carr Elementary,307 S Pine St,,Dallas,NC,28034,1953,Gaston ,704-922-3636,https://www.kintegra.org,35.3128911,-81.18344497,Health Care Centers,,
Kintegra at Catawba Elementary ,5415 Hudson Chapel Rd,,Catawba,NC,28609,9534,Catawba,828-241-3131,https://www.kintegra.org,35.69723782,-81.07336167,Health Care Centers,,
Kintegra at Catawba Heights Elementary,101 Ivey St,,Belmont,NC,28012,2554,Gaston,704-836-9119,https://www.kintegra.org,35.27443661,-81.03724279,Health Care Centers,,
Kintegra at Catawba Rosenwald Education Center ,403 6th Ave SW,,Catawba,NC,28609,7811,Catawba,828-241-2734,https://www.kintegra.org,35.70238142,-81.07554784,Health Care Centers,,
Kintegra at Catawba Springs Elementary,206 N Little Egypt Rd,,Denver,NC,28037,8015,Lincoln,704-736-1895,https://www.kintegra.org,35.45576395,-81.02137006,Health Care Centers,,
Kintegra at Claremont,3384 E Main St,,Claremont,NC,28610,8665,Catawba,828-459-7921,https://www.kintegra.org,35.71657311,-81.14293373,Health Care Centers,,
Kintegra at Community Public Charter School,185 Mariposa Rd,,Stanley,NC,28164,9645,Gaston,704-931-4418,https://www.kintegra.org,35.37309081,-81.09463091,Health Care Centers,,
Kintegra at Costner Elementary ,353 Old Loop Rd,,Dallas,NC,28034,9795,Gaston,704-922-3522,https://www.kintegra.org/locations/kintegra-at-costner-elementary/ ,35.32757804,-81.22721334,Health Care Centers (HRSA) - School Based,,
Kintegra at Cramerton Middle ,601 Cramer Mountain Rd,,Cramerton,NC,28032,1671,Gaston ,704-836-9603,https://www.kintegra.org,35.22297072,-81.08637306,Health Care Centers,,
Kintegra at Discovery High,301 W 18th St,,Newton,NC,28658,2999,Catawba,704-874-9005,https://www.kintegra.org,35.67982828,-81.222336,Health Care Centers,,
Kintegra at East Gaston High ,1744 Lane Rd,,Mount Holly,NC,28120,9037,Gaston,704-836-9613,https://www.kintegra.org,35.31577188,-81.07554406,Health Care Centers,,
Kintegra at Elizabeth Lane Elementary,121 Elizabeth Ln,,Matthews,NC,28105,6858,Mecklenburg,980-343-5700,https://kintegra.org,35.11261001,-80.74738996,Health Care Centers,,
Kintegra at Forestview High School,5545 Union Rd,,Gastonia,NC,28056,,Gaston,704-861-2625,https://www.kintegra.org,35.18346194,-81.13563058,Health Care Centers,,
Kintegra at G E Massey Elementary ,130 Newbold St,,Lincolnton,NC,28092,3906,Lincoln,704-735-2322,https://www.kintegra.org,35.47794712,-81.23703953,Health Care Centers,,
Kintegra at Gardner Park Elementary ,738 Armstrong Park Rd,,Gastonia,NC,28054,3961,Gaston,704-866-6082,https://www.kintegra.org,35.25070999,-81.13279003,Health Care Centers,,
Kintegra at Grier Middle School,1622 E Garrison Blvd,,Gastonia,NC,28054,5176,Gaston,704-836-9604,https://www.kintegra.org,35.25350431,-81.15476822,Health Care Centers,,
Kintegra at Hawks Nest STEAM Academy,3430 Robinwood Rd,,Gastonia,NC,28054,6691,Gaston,704-866-8467,https://www.kintegra.org,35.2153296,-81.1617936,Health Care Centers,,
Kintegra at Hershal H Beam Elementary ,200 Davis Park Rd,,Gastonia,NC,28052,126,Gaston,704-866-6618,https://www.kintegra.org,35.22315759,-81.20236067,Health Care Centers,,
Kintegra at Highland School of Technology ,1600 N Morris St,,Gastonia,NC,28052,1739,Gaston ,704-866-6105,https://www.kintegra.org,35.28040825,-81.19068836,Health Care Centers,,
Kintegra at Holbrook Middle School ,418 S Church St,,Lowell,NC,28098,1806,Gaston,704-836-9607,https://www.kintegra.org,35.265495,-81.10582386,Health Care Centers,,
Kintegra at Hunter Huss High School ,1518 Edgefield Ave,,Gastonia,NC,28052,5275,Gaston,704-866-6610,https://www.kintegra.org,35.24031287,-81.20653016,Health Care Centers,,
Kintegra at Iredell County,318 Turnersburg Hwy,,Statesville,NC,28625,2798,Iredell,704-874-9005,https://www.kintegra.org,35.82004951,-80.87546569,Health Care Centers,,
Kintegra at Iron Station Elementary ,4207 E Highway 27,,Iron Station,NC,28080,8701,Lincoln,704-736-4292,https://www.kintegra.org,35.45934064,-81.1674093,Health Care Centers,,
Kintegra at Kiser Elementary,314 E College St,,Stanley,NC,28164,,Gaston,704-836-9105,https://www.kintegra.org,35.36115542,-81.09267968,Health Care Centers,,
Kintegra at Lincolnton High School ,803 N Aspen St,,Lincolnton,NC,28092,2142,Lincoln,704-736-4234,https://www.kintegra.org,35.4791731,-81.26063476,Health Care Centers,,
Kintegra at Lincolnton Middle ,2361 Startown Rd,,Lincolnton,NC,28092,2172,Lincoln,704-735-1120,https://www.kintegra.org,35.52024966,-81.26540532,Health Care Centers,,
Kintegra at Lingerfeldt Elementary ,1601 Madison St,,Gastonia,NC,28052,846,Gaston,704-866-6094,https://www.kintegra.org,35.24066625,-81.19194657,Health Care Centers,,
Kintegra at Love Memorial Elementary ,1463 Love Memorial School Rd,,Lincolnton,NC,28092,7091,Lincoln,704-735-5649,https://www.kintegra.org/locations/kintegra-at-love-memorial-elementary/ ,35.44931743,-81.2761629,Health Care Centers (HRSA) - School Based,,
Kintegra at Lowell Elementary ,1500 Power Dr,,Lowell,NC,28098,1236,Gaston,704-836-9118,https://www.kintegra.org,35.27818001,-81.09055002,Health Care Centers,,
Kintegra at Maiden,201 N Main Ave,,Maiden,NC,28650,1117,Catawba & Lincoln,828-428-8769,https://www.kintegra.org,35.57839086,-81.21083041,Health Care Centers,,
Kintegra at Maiden High,600 W Main St,,Maiden,NC,28650,1146,Catawba & Lincoln,828-428-8197,https://www.kintegra.org,35.58030101,-81.2239921,Health Care Centers,,
Kintegra at Maiden Middle School ,518 N C Ave,,Maiden,NC,28650,1171,Catawba & Lincoln,828-438-2326,https://www.kintegra.org,35.58099998,-81.21778521,Health Care Centers,,
Kintegra at McAdenville Elementary,275 Wesleyan Dr,,McAdenville,NC,28101,9003,Gaston,704-836-9117,https://www.kintegra.org,35.25339497,-81.07727141,Health Care Centers,,
Kintegra at Mill Creek Middle School,1041 Shiloh Rd,,Claremont,NC,28610,9202,Catawba,828-241-1494,https://www.kintegra.org,35.65060234,-81.08884011,Health Care Centers,,
Kintegra at Mitchell,500 W Broad St,,Statesville,NC,28677,5293,Iredell,704-878-3200,https://www.kintegra.org,35.78296189,-80.89413051,Health Care Centers,,
Kintegra at Montclaire Elementary ,5801 Farmbrook Dr,,Charlotte,NC,28210,4100,Mecklenburg,980-343-3635,https://www.kintegra.org,35.15228998,-80.86728998,Health Care Centers,,
Kintegra at Mt. Holly Middle ,124 S Hawthorne St,,Mount Holly,NC,28120,1699,Gaston,704-836-9610,https://www.kintegra.org,35.29706867,-81.02366251,Health Care Centers,,
Kintegra at New Hope Elementary ,137 Stowe Rd,,Gastonia,NC,28056,8560,Gaston,704-874-1901,https://www.kintegra.org,35.21041119,-81.08376529,Health Care Centers,,
Kintegra at Newton-Conover High,338 W. 15th St,,Newton,NC,28658,2998,Catawba,828-465-0920,https://www.kintegra.org/locations/kintegra-at-newton-conover-high/ ,35.67769998,-81.22422,Health Care Centers (HRSA) - School Based,,
Kintegra at North Belmont Elementary ,210 School St,,Belmont,NC,28012,2123,Gaston,704-836-9135,https://www.kintegra.org,35.27272343,-81.05020565,Health Care Centers,,
Kintegra at North Gaston High School ,1133 Ratchford Dr,,Dallas,NC,28034,6500,Gaston ,704-922-5285,https://www.kintegra.org,35.33452982,-81.17753741,Health Care Centers,,
Kintegra at North Newton ,221 West 26th Street,,Newton,NC,28658,2899,Catawba,828-464-2631,https://www.kintegra.org,35.68992055,-81.22221094,Health Care Centers,,
Kintegra at Page Primary,215 Ewing Dr,,Belmont,NC,28012,4130,Gaston,704-836-9116,https://www.kintegra.org,35.2347343,-81.03147696,Health Care Centers,,
Kintegra at Piedmont Elementary,119 E 2nd Ave,,Gastonia,NC,28052,4370,Gaston,704-853-2428,https://www.kintegra.org,35.26024835,-81.18055657,Health Care Centers,,
Kintegra at Piedmont Community Charter School   High School Campus,2596 Robinwood Rd,,Gastonia,NC,28054,5877,Gaston,704-271-2411,https://www.kintegra.org/locations/kintegra-at-piedmont-community-charter-high-school/ ,35.22828375,-81.15345117,Health Care Centers (HRSA),,
Kintegra at Piedmont Middle School ,2970 S New Hope Rd,,Gastonia,NC,28056,8320,Gaston,704-349-4640,https://www.kintegra.org,35.23650288,-81.11500958,Health Care Centers,,
Kintegra at Pinewood Elementary ,1925 N Main St,,Mount Holly,NC,28120,9158,Gaston,704-836-9138,https://www.kintegra.org,35.32909822,-80.99919306,Health Care Centers,,
Kintegra at Pinewood Elementary - Clt ,805 Seneca Pl,,Charlotte,NC,28210,2923,Mecklenburg,980-343-5825,https://www.kintegra.org,35.16601359,-80.86431432,Health Care Centers,,
Kintegra at Pleasant Ridge Elementary,1260 Floyd Ln,,Gastonia,NC,28052,5444,Gaston,704-866-6096,https://www.kintegra.org,35.250014,-81.20576003,Health Care Centers,,
Kintegra at Pumpkin Center Intermediate,3980 King Wilkinson Rd,,Lincolnton,NC,28092,8191,Lincoln,704-736-1504,https://www.kintegra.org,35.51693919,-81.13511081,Health Care Centers,,
Kintegra at Pumpkin Center Primary ,3970 King Wilkinson Rd,,Lincolnton,NC,28092,8191,Lincoln,704-736-1394,https://www.kintegra.org,35.51754943,-81.13618998,Health Care Centers,,
Kintegra at Rama Road Elementary,1035 Rama Rd,,Charlotte,NC,28211,4340,Mecklenburg,980-343-6730,https://www.kintegra.org,35.16954258,-80.77203024,Health Care Centers,,
Kintegra at Rankin Elementary,301 W Central Ave,,Mount Holly,NC,28120,1607,Gaston,704-836-9136,https://www.kintegra.org,35.29785841,-81.02021001,Health Care Centers,,
Kintegra at Riverbend,4670 Oxford School Rd,,Claremont,NC,28610,9468,Catawba,828-241-2754,https://www.kintegra.org,35.75310849,-81.11644465,Health Care Centers,,
Kintegra at Robinson,3122 Union Rd,,Gastonia,NC,28056,6922,Gaston,704-866-6607,https://www.kintegra.org,35.21313962,-81.16413793,Health Care Centers,,
Kintegra at Rock Springs Elementary,3633 N NC 16 Business Hwy,,Denver,NC,28037,8268,Lincoln,704-483-2281,https://www.kintegra.org,35.52950584,-81.02573326,Health Care Centers,,
Kintegra at S Ray Lowder Elementary ,350 Kennedy Dr,,Lincolnton,NC,28092,3216,Lincoln,704-735-2741,https://www.kintegra.org,35.46307653,-81.24536369,Health Care Centers,,
Kintegra at Sherrills Ford Elementary ,8103 Sherrills Ford Rd,,Sherrills Ford,NC,28673,7313,Catawba,828-478-2662,https://www.kintegra.org,35.62151831,-80.98772485,Health Care Centers,,
Kintegra at Sherwood Elementary,1744 Dixon Rd,,Gastonia,NC,28054,5771,Gaston,704-866-6094,https://www.kintegra.org,35.24937681,-81.1547098,Health Care Centers,,
Kintegra at Shuford,810 HunSubstance Usecker Dr NE,,Conover,NC,28613,7578,Catawba,828-464-1973,https://www.kintegra.org,35.72012612,-81.20019168,Health Care Centers,,
Kintegra at South Newton,306 W I St,,Newton,NC,28658,3598,Catawba,828-464-4061,https://www.kintegra.org,35.65519504,-81.22869661,Health Care Centers,,
Kintegra at South Point High ,906 South Point Rd,,Belmont,NC,28012,9536,Gaston,704-836-9612,https://www.kintegra.org,35.2230379,-81.03843587,Health Care Centers,,
Kintegra at Southwest Middle School ,1 Roadrunner Dr,,Gastonia,NC,28052,6267,Gaston,704-866-6290,https://www.kintegra.org,35.23118142,-81.20771176,Health Care Centers,,
Kintegra at Springfield Elementary ,900 S Main St,,Stanley,NC,28164,2262,Gaston,704-836-9106,https://www.kintegra.org,35.347949,-81.09623345,Health Care Centers,,
Kintegra at St James Elementary ,1774 Saint James Church Rd,,Denver,NC,28037,7515,Lincoln,704-736-1958,https://www.kintegra.org,35.48534268,-81.01632047,Health Care Centers,,
Kintegra at Stanley Middle,317 Hovis Rd,,Stanley,NC,28164,1413,Gaston,704-836-9600,https://www.kintegra.org,35.3669255,-81.10431344,Health Care Centers,,
Kintegra at Stuart Cramer High ,101 Lakewood Rd,,Belmont,NC,28012,2973,Gaston,704-866-5700,https://www.kintegra.org,35.24544151,-81.05906818,Health Care Centers,,
Kintegra at Turning Point Academy,8701 Moores Chapel Rd,,Charlotte,NC,28214,1555,Mecklenburg,980-343-5681,https://www.kintegra.org,35.27390159,-80.95057064,Health Care Centers,,
Kintegra at Turning Point Middle,2300 W Substance Usegar Creek Rd,,Charlotte,NC,28262,3199,Mecklenburg,980-343-5681,https://www.kintegra.org,35.2950112,-80.79657346,Health Care Centers,,
Kintegra at Tuttle Elementary ,2872 Water Plant Rd,,Maiden,NC,28650,9104,Catawba & Lincoln,828-428-3080,https://www.kintegra.org,35.5892378,-81.15749351,Health Care Centers,,
Kintegra at W C Friday Middle ,1221 Ratchford Dr,,Dallas,NC,28034,7599,Gaston ,704-922-5297,https://www.kintegra.org,35.33399041,-81.18337146,Health Care Centers,,
Kintegra at W.A. Bass Elementary,4340 Beaty Rd,,Gastonia,NC,28056,8335,Gaston,704-866-6075,https://www.kintegra.org,35.18830635,-81.13390499,Health Care Centers,,
Kintegra at Warlick Academy,1316 Spencer Mountain Rd,,Gastonia,NC,28054,3045,Gaston,704-836-9608,https://www.kintegra.org,35.28220525,-81.13349319,Health Care Centers,,
Kintegra at Webb Street School,1623 N Webb St,,Gastonia,NC,28052,402,Gaston,704-864-9667,https://www.kintegra.org,35.26404263,-81.21200463,Health Care Centers,,
Kintegra at Woodhill Elementary ,1027 Woodhill Dr,,Gastonia,NC,28054,2448,Gaston,704-866-6295,https://www.kintegra.org,35.27863431,-81.18040687,Health Care Centers,,
Kintegra at York Chester Middle School,601 S Clay St,,Gastonia,NC,28052,2999,Gaston,704-836-9609,https://www.kintegra.org,35.25547569,-81.19243457,Health Care Centers,,
Kintegra Behavioral Health ,1450 Fern Creek Dr,,Statesville,NC,28625,9376,Iredell,704-872-3782,https://www.kintegra.org,35.80289888,-80.85833341,Health Care Centers,,
Kintegra Behavioral Health - Gastonia,409 S Oakland St,,Gastonia,NC,28052,4312,Gaston,704-874-9005,https://www.kintegra.org,35.25849988,-81.18024971,Health Care Centers,,
Kintegra Behavioral Health - Riverwood,"3050 Riverwood Pkwy, Substance Useite B",,Gastonia,NC,28056,6002,Gaston,704-874-9005,https://www.kintegra.org,35.21557,-81.17007274,Health Care Centers,,
Kintegra Customer Substance Usepport,613 East Franklin Boulevard,,Gastonia,NC,28054,7150,Gaston,704-874-3316,https://www.kintegra.org,35.26229777,-81.17242327,Health Care Centers,,
Kintegra Family Dentistry - Lincolnton,111 Doctors,,Lincolnton,NC,28092,,Lincoln,704-735-2230,https://www.kintegra.org,35.46796574,-81.23640519,Health Care Centers,,
Kintegra Family Medicine - 3rd Ave,111 E 3rd Ave,,Gastonia,NC,28052,4317,Gaston,704-874-3300,https://www.kintegra.org,35.25889337,-81.18057174,Health Care Centers,,
Kintegra Family Medicine - Highland ,609 N Highland St,,Gastonia,NC,28052,2179,Gaston,704-772-4700,https://www.kintegra.org,35.27128744,-81.19466407,Health Care Centers,,
Kintegra Family Medicine - Hudson,991 W Hudson Blvd,,Gastonia,NC,28052,6430,Gaston,704-853-5079,https://www.kintegra.org,35.23422908,-81.20346398,Health Care Centers,,
Kintegra Family Medicine - Lincolnton,212 Gamble Dr,,Lincolnton,NC,28092,4421,Lincoln,704-735-7145,https://www.kintegra.org,35.4697101,-81.23571863,Health Care Centers,,
Kintegra Family Medicine - Statesville,1022 Shelton Ave,,Statesville,NC,28677,6826,Iredell,704-768-2080,https://www.kintegra.org,35.7699184,-80.88475485,Health Care Centers,,
Kintegra Family Medicine - X-Ray Drive,1021 X Ray Dr,,Gastonia,NC,28054,7462,Gaston,704-867-2341,https://www.kintegra.org,35.27558111,-81.13802344,Health Care Centers,,
Kintegra Health,336 Burtonwood Dr,,Gastonia,NC,28054,,Gaston,704-874-1900,https://www.kintegra.org,35.25743685,-81.15436477,Health Care Centers,,
Kintegra Health,200 E 2nd Ave,,Gastonia,NC,28052,4358,Gaston,704-874-1902,https://www.kintegra.org,35.26119856,-81.17952208,Health Care Centers,,
Kintegra Health Admin - New Hope ,504 S New Hope Rd,,Gastonia,NC,28054,4039,Gaston,704-874-1900,https://www.kintegra.org,35.25823829,-81.14893056,Health Care Centers,,
Kintegra Health Admin - Shannon Bradley,1520 Shannon Bradley Rd,,Gastonia,NC,28052,9478,Gaston,704-874-1900,https://www.kintegra.org,35.27703667,-81.23542124,Health Care Centers,,
Kintegra Health -Windsor Station Pharmacy ,3146 Dallas High Shoals Hwy,,Dallas,NC,28034,1306,Gaston ,704-874-0600,https://www.kintegra.org,35.31866225,-81.19116685,Health Care Centers,,
Kintegra Mobile,1022 Shelton Ave,,Statesville,NC,28677,6826,Iredell,704-874-3316,https://www.kintegra.org,35.7699184,-80.88475485,Health Care Centers,,
Kintegra Mobile Chiropractic,1022 Shelton Ave,,Statesville,NC,28677,6826,Iredell,704-874-3316,https://www.kintegra.org,35.7699184,-80.88475485,Health Care Centers,,
Kintegra Mobile Dentistry,518 Brookdale Dr,,Statesville,NC,28677,4108,Iredell,833-764-4537,https://www.kintegra.org,35.798174,-80.87637479,Health Care Centers,,
Kintegra Mobile Dentistry Unit - 5,111 E 3rd Ave,,Gastonia,NC,28052,4317,Gaston,704-874-3300,https://www.kintegra.org,35.25889337,-81.18057174,Health Care Centers,,
Kintegra Mobile Dentistry Unit South ,212 Gamble Dr,,Lincolnton,NC,28092,4421,Lincoln,704-862-6182,https://www.kintegra.org,35.4697101,-81.23571863,Health Care Centers,,
Kintegra Mobile Optometry,1022 Shelton Ave,,Statesville,NC,28677,6826,Iredell,704-874-3316,https://www.kintegra.org/healthcare-services-nc/optometry-care/ ,35.7699184,-80.88475485,Health Care Centers (HRSA),,
Kintegra Mobile Podiatry,2721 X Ray Dr,,Gastonia,NC,28054,7491,Gaston,704-874-3316,https://www.kintegra.org,35.27685424,-81.14080992,Health Care Centers,,
Kintegra Pediatric Dentistry - Gastonia ,890 Substance Usemmit Crossing Pl,,Gastonia,NC,28054,2192,Gaston,704-874-0377,https://www.kintegra.org,35.27747785,-81.14170142,Health Care Centers,,
Kintegra Pediatric Medicine,518 Brookdale Dr,,Statesville,NC,28677,4108,Iredell,704-874-1910,https://www.kintegra.org,35.798174,-80.87637479,Health Care Centers,,
Little Gerald Services,221 South Tradd Street,,Statesville,NC,28677,,Iredell,980-223-2547,https://www.lgservicesnc.org,35.7839107,-80.8850914,Mental Health,,
LOGAN FAMILY MEDICINE,298 Lincoln St SW,,Concord,NC,28025,5469,Cabarrus,704-792-2242,https://www.crchc.org,35.39835043,-80.57964779,Health Care Centers,,
MCGILL FAMILY MEDICINE,202D McGill Ave NW,,Concord,NC,28025,,Cabarrus,704-792-2242,https://www.crchc.org,35.41728959,-80.59720712,Health Care Centers,,
McLeod Centers for Wellbeing,300 Copperfield Blvd. Suite 105,,Concord,NC,28025,,Cabarrus,704-782-3131,https://www.mcleodcenters.org/about/our-locations/ ,35.3949,-80.5606,Opioid Treatment Programs,,
McLeod Centers for Wellbeing,549 Cox Road,,Gastonia,NC,28054,,Gaston,704-865-1558,https://www.mcleodcenters.org/about/our-locations/ ,35.267322,-81.134084,Opioid Treatment Programs,,
McLeod Centers for Wellbeing,636 Signal Hill Drive Extension,,Statesville,NC,28625,,Iredell,704-332-9001,https://www.mcleodcenters.org,35.8050562,-80.8510324,Substance Use,,
McLeod Centers for Wellbeing ,500 Archdale Drive,,Charlotte,NC,28217,,Mecklenburg,704-755-0150,https://www.mcleodcenters.org/about/our-locations/ ,35.150937,-80.892215,Opioid Treatment Programs,,
McLeod Centers for Wellbeing Charlotte ,500 Archdale Drive,,Charlotte,NC,28217,,Mecklenburg,704-332-9001,https://www.mcleodcenters.org,35.1508862,-80.892194,Substance Use,,
McLeod Centers for Wellbeing Concord,300 Copperfield Boulevard,Substance Useite 105,Concord,NC,28025,,Cabarrus,704-332-9001,https://www.mcleodcenters.org,35.4459976,-80.5973467,Substance Use,,
McLeod Centers for Wellbeing Gastonia,549 Cox Road,,Gastonia,NC,28054,,Gaston,704-332-9001,https://www.mcleodcenters.org,35.267137,-81.1345613,Substance Use,,
McLeod Centers for Wellbeing Residential and SAIOP,500 Archdale Drive,,Charlotte,NC,28217,,Mecklenburg,704-332-9001,https://www.mcleodcenters.org,35.1509229,-80.8922039,Substance Use,,
Metro Treatment of North Carolina -Charlotte,3315 Wilkinson Blvd.,,Charlotte,NC,28208,,Mecklenburg,(704) 697-0044,,35.224204,-80.894909,Opioid Treatment Programs,,
"Metro Treatment of North Carolina, LP",1455 East Franklin Blvd,,Gastonia,NC,28054,,Gaston,(980) 285-2990,,35.26093,-81.15608,Opioid Treatment Programs,,
Monarch BH Gaston ,2505 Court Drive,,Gastonia,NC,28054,2140,Gaston,866-272-7826,https://www.monarchnc.org,35.2735651,-81.1376494,Mental Health,,
Monarch BH Gaston ,2505 Court Drive,,Gastonia,NC,28054,2140,Gaston,866-272-7826,https://www.monarchnc.org,35.2733485,-81.137915,Substance Use,,
Monarch Mecklenburg Behavioral Health,5700 Executive Center Drive,,Charlotte,NC,28212,,Mecklenburg,866-272-7826,https://www.monarchnc.org,35.1998739,-80.7438155,Substance Use,,
Monarch Behavioral Health Outpatient Office - Mecklenburg ,3057 Freedom Drive,,Charlotte,NC,28208,,Mecklenburg,704-525-3255,https://monarchnc.org/resource/outpatient-services-mecklenburg-county/,35.24157431,-80.88860166,Mental Health,Call for More Information,"Behavioral Health, Intellectual and Developmental Disabilities, etc"
New Beginnings of the Southern Piedmont LLC,1508 Cleveland Avenue,,Charlotte,NC,28203,,Mecklenburg,704-334-6574,https://yourfirststep.org/treatment-center/new-beginnings-of-southern-piedmont-llc-charlotte-nc/,35.2135352,-80.8539313,"Mental Health, Substance Use","Private Health Insurance, Cash or self payment",Dual Diagnosis Drug and Alcohol Addiction Treatment
New Beginnings of the Southern Piedmont/Gaston County,825 East 2nd Avenue,,Gastonia,NC,28054,,Gaston,704-854-9102,https://newbeginningstreatmentcenter.com/locations/ ,35.2606091,-81.1686157,Substance Use,Self-payments. Call for more information,"DWI Assessments, Substance Use Assessments, etc"
New Leaf Adolescent Care Inc Corporate,1945 J N Pease Place,Suite 102,Charlotte,NC,28262,,Mecklenburg,704-405-8890,https://www.mentalhealthus.org/facility/new-leaf-adolescent-care-inc,35.3204637,-80.7721218,Mental Health,Call for More Information,"Case Management, Therapy Services, Psychological Assessments, etc"
New Vision Home,5004 Glenview Court,,Charlotte,NC,28215,,Mecklenburg,704-281-7261,https://mentalhealthrehabs.com/treatment-center/new-vision-home-charlotte/,35.2438943,-80.7685507,Mental Health,"Medicaid, Private Insurance, State-Financed Healthcare Plan Other Than Medicaid, State Mental Health Agency Funds, State Welfare or Child and Family Service Funds","Emergency Mental Health Services, Mental Health Treatment, Pharmacotherapies and Medications"
Newport Academy Teen and Adolescent Outpatient ,9101 Pineville Matthews Road Suite C2,Suite C2,Pineville,NC,28134,,Mecklenburg,877-820-6371,https://www.newportacademy.com/locations/outpatient/north-carolina/,35.08719279,-80.87171166,Mental Health,Call for More Information,Partial Hospitilization Program(PHP) for teens and adolescents
Newport Academy Teen and Adolescent Residential,9518 Brief Road,,Charlotte,NC,28227,,Mecklenburg,844-734-0923,https://www.newportacademy.com/locations/residential-north-carolina/,35.1808941,-80.6029659,Mental Health,Call for More Information,Residential and Outpatient Programs
Newport Academy Teen and Adolescent Residential ,10450 Brief Road,,Charlotte,NC,28227,,Mecklenburg,844-734-0923,https://www.newportacademy.com/locations/residential-north-carolina/,35.1830859,-80.5904033,Mental Health,Call for More Information,Residential and Outpatient Programs
Novant Presbyterian Medical Center Behavioral Health Services,200 Hawthorne Lane,,Charlotte,NC,28204,,Mecklenburg,704-384-4000,https://www.novanthealth.org/locations/medical-centers/presbyterian-medical-center/,35.2128384,-80.8233351,Health Care Centers,"Medicare; Medicaid; Federal military insurance (e.g., TRICARE); Private health insurance; Self-payment. Call for more information","Mental Health, Rehabilitation, Maternity, etc"
Ophelia Garmon-Brown Medical Clinic,3400 Shamrock Dr,,Charlotte,NC,28215,3212,Mecklenburg,704-316-6561,https://charlottecommunityhealth.org/en/for-patients/hours-and-locations/,35.23294744,-80.76988824,Health Care Centers,Call for More Information,"Behavioral Health, Dental Services, Telehealth, etc"
NC Treatment Center LLC - Queen City,4949 Albemarle Road,Suite A,Charlotte,NC,28205,,Mecklenburg,704-532-4262,https://www.nctreatmentcenters.com,35.2012816,-80.7631398,Substance Use,"Medicaid, Medicare, and some Medicare Advantage plans. State funding may be available for eligible patients. Call for more information","Methadone and Suboxone treatments, Individual counseling, etc "
RAPHA Healthcare Services,207 South Broad Street,Suites 4 & 5,Mooresville,NC,28115,3189,Iredell,704-912-1426,https://raphahealthcare.us/about-us,35.582289,-80.81458036,Substance Use," Medicare, Medicaid, Private health insurance, Cash or self-payment","Outpatient Behavioral and Mental Health Services, Substance Use Disorder Treatment and Recovery Support, Comprehensive Assessments and Recovery Education, Treatment for Mental Health Disorders, Peer Support Services"
RAPHA Healthcare Services,207 South Broad Street,Suites 4 & 5,Mooresville,NC,28115,3189,Iredell,704-912-1426,https://raphahealthcare.us/about-us,35.582289,-80.81458036,Mental Health," Medicare, Medicaid, Private health insurance, Cash or self-payment","Outpatient Behavioral and Mental Health Services, Substance Use Disorder Treatment and Recovery Support, Comprehensive Assessments and Recovery Education, Treatment for Mental Health Disorders, Peer Support Services"
Recovery Dynamics,"326 East Main Street, Room B-01",Room B-01,Lincolnton,NC,28092,,Lincoln,704-735-3507,https://www.recoverydynamicsnc.com/,35.4723685,-81.2527007,Substance Use,Call for More Information,"DWI Assessments (Pre and Post-trial), Short-Term and Long-Term Outpatient (Group) Treatment, Individual Counseling, US DOT-Certified Substance Abuse Professional (SAP) Services, etc"
Community Resource Center at Salvation Army ,216 Patterson Avenue Southeast,,Concord,NC,28025,3518,Cabarrus,704-792-2315,https://www.crchc.org/community-resource-center-at-salvation-army/,35.41480721,-80.57448026,Health Care Centers,Call for More Information,"Behavioral Health Services, Dental Services, etc"
